UserID,TweetID,TweetDate,TweetTime,Clean_Tweet,Likes,Retweets,ResultType,Topic,NegScore,NeuScore,PosScore,OverallSent,MFI,MFI_Score,ETH_Count,SOL_Count,BNB_Count,ADA_Count,AVAX_Count,DOGE_Count
1.40616E+18,1.46395E+18,11/25/2021,58:35.0,"if you wont be patient in the flow of river, every driftwood will be a huge problem for you.mxs telegram twitter instagram",1,1,recent,bitcoin,0.18,0.667,0.153,neutral,Stable,0,1,0,1,0,0,0
1.39003E+18,1.46395E+18,11/25/2021,58:35.0,i'm thankful for you work team!,0,0,recent,bitcoin,0,0.351,0.649,positive,Stable,0,0,0,1,0,0,0
34582412,1.46395E+18,11/25/2021,58:37.0,im telling you man you do not understand. this is not something a coder could forget. the data type always precedes variable names in a variable declaration. anyone who wrote the bitcoin code would know this. anyone who has coded for a week would know this.,0,0,recent,bitcoin,0.0776,0.9224,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,58:39.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.4046E+18,1.46395E+18,11/25/2021,58:41.0,you know you want one.,2,0,recent,bitcoin,0,0.606,0.394,neutral,Stable,0,0,0,0,0,0,0
1.31066E+18,1.46395E+18,11/25/2021,58:42.0,bitcoin because its first and the last.,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,58:44.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.31674E+18,1.46395E+18,11/25/2021,58:45.0,"today, just talk bitcoin and focus on what makes you happy. don't forget to orangepill your dads today.",2,0,recent,bitcoin,0.161,0.6265,0.2125,neutral,Stable,0,0,0,0,0,0,0
2351515116,1.46395E+18,11/25/2021,58:45.0,i am using nexo at the moment. although the ltv is 50 is for bitcoin. not 100. but apr is only 6.9,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
3296457397,1.46395E+18,11/25/2021,58:45.0,list of banks getting into bitcoin,2,1,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
2307692107,1.46395E+18,11/25/2021,58:46.0,live in 20 minutes: together with blockstream cso discussing the el salvador bitcoin bond. make sure you tune in:,15,3,recent,bitcoin,0,0.7325,0.2675,neutral,Stable,0,0,0,0,0,0,0
1.46233E+18,1.46395E+18,11/25/2021,58:49.0,"good project sir. it's batter experience able coin for investment, amp; good white paper amp; roadmap btc bnb trx dot eth",0,0,recent,bitcoin,0,0.623,0.377,neutral,Stable,0,2,1,2,0,0,0
1.37074E+18,1.46395E+18,11/25/2021,58:50.0,eth has nearly flipped bitcoin a couple times in the past.,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,1,0,0,0,0,0
1.40906E+18,1.46395E+18,11/25/2021,58:50.0,"is amazing project, sucsessfull for the team and go to moon",1,0,recent,bitcoin,0,0.588,0.412,neutral,Bullish,1,1,0,0,0,0,0
144667358,1.46395E+18,11/25/2021,58:52.0,those coinstar machines that you dump loose change into now apparently have an option to pay out in bitcoin. i shudder to think what their take on that transaction is given the percentage they keep just on having it be a cash transaction.,0,0,recent,bitcoin,0.256,0.744,0,neutral,Bearish,-1,0,0,0,0,0,0
1.46149E+18,1.46395E+18,11/25/2021,58:52.0,only bitcoin can save turkey! happy thanksgiving! turkish lira crashes to 'insane' historic low after president erdogan sparks selloff,2,2,recent,bitcoin,0.1623,0.3293,0.5083,positive,Bearish,-1,0,0,0,0,0,0
1.43752E+18,1.46395E+18,11/25/2021,58:55.0,thank for good project. good luck!,1,1,recent,bitcoin,0,0.078,0.922,positive,Stable,0,0,0,0,0,0,0
235723504,1.46395E+18,11/25/2021,58:56.0,financial piggy fipi creating fipi app to revolutionize the way of modern savings with automated purchases in accordance with cryptoindexes. confetti ball massive project ! 100x gem tg : twt :,7,3,recent,bitcoin,0,0.9537,0.0463,neutral,Stable,0,0,0,0,0,0,0
1.3871E+18,1.46395E+18,11/25/2021,58:57.0,"the project is great and this projector has a strong team, so hopefully the project will be better in the future.",1,0,recent,bitcoin,0,0.291,0.709,positive,Stable,0,0,0,0,0,0,0
1.42076E+18,1.46395E+18,11/25/2021,58:58.0,"thanksgiving 2045: after giving thanks to bezos, we carve the 3dprinted turkey. oh no. someone forgot the oat gravy. a friendly amazon drone pops through a plume of wildfire smoke to deliver us from dry meat. we pay using bitcoin we earned selling nft maps of the before time.",2,0,recent,bitcoin,0.111,0.7544,0.1346,neutral,Bearish,-1,0,0,0,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,58:58.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
2389910738,1.46395E+18,11/25/2021,58:59.0,you can carry your bitcoin in your head. you also carry your skills. stack sats. stack skills. build your stores that no one can seize. you can carry more wealth between your ears than in your bank account.,1,0,recent,bitcoin,0,0.926,0.074,neutral,Stable,0,0,0,0,0,0,0
3438036358,1.46395E+18,11/25/2021,59:01.0,[1d] bitcoin market is weakly trending down current momentum suggests the market is neutral. visit: for more!,0,0,recent,bitcoin,0.1185,0.8815,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,59:05.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
7.19066E+17,1.46395E+18,11/25/2021,59:06.0,airbnb for bitcoin users.,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1143819055,1.46395E+18,11/25/2021,59:06.0,"a normal thanksgiving tweet: bitcoin price on thanksgiving: 2011: 2.50 2012: 12.48 2013: 829.99 2014: 376.43 2015: 327.52 2016: 740.39 2017: 8,754.69 2018: 4,004.15 2019: 7,138.23 2020: 16,701.47 2021: 58,420.69",0,1,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
9.8886E+17,1.46395E+18,11/25/2021,59:08.0,"the project has a clear development plan, an experienced team does everything to make the project the best. high ratings show the great potential of this project",1,0,recent,bitcoin,0,0.545,0.455,neutral,Bullish,1,0,0,1,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,59:09.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
9.39651E+17,1.46395E+18,11/25/2021,59:11.0,hurry up there is little left! it is crazy ! thanks elon ! doge,1,0,recent,bitcoin,0.25,0.564,0.186,neutral,Stable,0,0,0,0,0,0,2
1.22892E+18,1.46395E+18,11/25/2021,59:13.0,click join the link for those interested in bitcoin investment trust me you wont regret joining here,0,0,recent,bitcoin,0,0.363,0.637,positive,Stable,0,0,0,0,0,0,0
1.46382E+18,1.46395E+18,11/25/2021,59:14.0,sandbox coin community joining bitrise coin,0,0,recent,bitcoin,0,0.694,0.306,neutral,Stable,0,0,0,0,0,0,0
1.3606E+18,1.46395E+18,11/25/2021,59:15.0,"no, you could trade your bitcoin for another bitcoin",0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.03527E+18,1.46395E+18,11/25/2021,59:15.0,over 1 billion people in the world are living with doubledigit inflation debasement of their money. these are countries with weak governance and a huge gulf between rich and poor. bitcoin as a store of value and its lightningnetwork as a means of exchange will lift billions.,0,0,recent,bitcoin,0.1343,0.6487,0.217,neutral,Stable,0,0,0,0,0,0,0
1.42693E+18,1.46395E+18,11/25/2021,59:19.0,did you get the mortgage else where or they completely locked you out?,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
7.48922E+17,1.46395E+18,11/25/2021,59:19.0,"we earn bitcoin from mining i'm ready to show 10 lucky people on how to earn 1btc 58,227.40 and more daily! no referral no withdrawal fees if interested, kindly send a dm happy thanksgiving",0,0,recent,bitcoin,0,0.486,0.514,positive,Stable,0,0,0,0,0,0,0
1.43655E+18,1.46395E+18,11/25/2021,59:21.0,i'm really proud to join this project and hope that this project will reach their success.,0,0,recent,bitcoin,0,0.181,0.819,positive,Stable,0,0,0,0,0,0,0
1.2066E+18,1.46395E+18,11/25/2021,59:22.0,bitcoin is not one of those.... it's 100 decentralized.,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,59:27.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
27338253,1.46395E+18,11/25/2021,59:27.0,nftcommunity there is bitcoin hidden in the realm,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,59:30.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.45541E+18,1.46395E+18,11/25/2021,59:30.0,should i buy more bitcoin?,0,0,recent,bitcoin,0,1,0,neutral,Bullish,1,0,0,0,0,0,0
1.25498E+18,1.46395E+18,11/25/2021,59:31.0,"the signal is here. the remnant are few, but their will is strong. i see many folks trying to capitalize on bitcoin's success and can't necessarily blame them, but for me the ultimate goal is to side step the fed and corrupt central powers until they have become obsolete.",9,0,recent,bitcoin,0.0583,0.639,0.3027,neutral,Stable,0,0,0,0,0,0,0
1.46096E+18,1.46395E+18,11/25/2021,59:32.0,wozinga exchange is giving away free 50 bitcoin 2.0!!! all you just need to do is: 1. register to wozinga gt; 2. perform kyc 3. claim free 50 xbtc2 ya'll gonna buy it on ath anyway,0,0,recent,bitcoin,0,0.701,0.299,neutral,Bullish,2,0,0,0,0,0,0
15977038,1.46395E+18,11/25/2021,59:33.0,has bitcoin solidified support at 58k? find out now on the market report,1,0,recent,bitcoin,0,0.763,0.237,neutral,Stable,0,0,0,0,0,0,0
1.05991E+18,1.46395E+18,11/25/2021,59:35.0,has bitcoin solidified support at 58k? find out now on the market report,0,0,recent,bitcoin,0,0.763,0.237,neutral,Stable,0,0,0,0,0,0,0
1337221183,1.46395E+18,11/25/2021,59:36.0,were all family bitcoin,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.26469E+18,1.46395E+18,11/25/2021,59:37.0,bitcoin thanksgiving day data reveals peak possible within 30days,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.26469E+18,1.46395E+18,11/25/2021,59:37.0,"bitcoin thanksgiving gift, why btc heads for freshrally",0,0,recent,bitcoin,0,0.633,0.367,neutral,Stable,0,0,0,0,0,0,0
1.40965E+18,1.46395E+18,11/25/2021,59:38.0,is the future : 100 co2 negative blockchain handle nfts transactions poe dpoe consensus mechanisms baas and eaas trm,0,0,recent,bitcoin,0.209,0.791,0,neutral,Stable,0,1,2,1,1,0,0
1.40616E+18,1.46395E+18,11/25/2021,59:41.0,mxs live for ourselves not for showing that to others..,1,1,recent,bitcoin,0,1,0,neutral,Stable,0,1,0,1,0,0,0
1.4014E+18,1.46395E+18,11/25/2021,59:41.0,"daily crude ice futures'jan 0.03 82.28 gold spot 0.04 1,789.40 yields 10y change/bps france 2.9 bps, uk 3.2 bps copper nymex futures'cont 0.49 4.4370 dollar index dxy 0.10 96.78 bitcoin spot 3.15 59,139",0,0,recent,bitcoin,0.104,0.896,0,neutral,Stable,0,0,0,0,0,0,0
1.44613E+18,1.46395E+18,11/25/2021,59:41.0,cryptoisland ofcourse we're buying and decentralizing an island in the bahamas for our bridge credit/debit card payment coming! new nfts coming keep up to date,9,6,recent,bitcoin,0,1,0,neutral,Bullish,1,1,0,1,0,0,1
1.36209E+18,1.46395E+18,11/25/2021,59:45.0,believe this is a faithful project.the projector has a lot of attractions so hopefully the project will be better in the future and will be the best.,0,0,recent,bitcoin,0,0.287,0.713,positive,Stable,0,1,0,0,0,0,0
1.11887E+18,1.46395E+18,11/25/2021,59:45.0,current bitcoin transaction fees: bch next block: 0.0031 bch median: 0.0013 btc next block: 2.07 btc median: 0.66,0,0,recent,bitcoin,0.266,0.734,0,neutral,Stable,0,0,0,0,0,0,0
3663570493,1.46395E+18,11/25/2021,59:45.0,"yeah you're right. six figure book publishing on bitcoin, probably nothing:",0,0,recent,bitcoin,0,0.656,0.344,neutral,Stable,0,0,0,0,0,0,0
379457525,1.46395E+18,11/25/2021,59:46.0,unilend uft partnership with this is huge!!,0,0,recent,bitcoin,0,0.566,0.434,neutral,Stable,0,0,0,0,0,0,0
259891851,1.46395E+18,11/25/2021,59:47.0,this thanksgiving all the brothersinlaw recommend crypto again. history repeats itself. buy bitcoin,0,0,recent,bitcoin,0,0.8483,0.1517,neutral,Bullish,1,0,0,0,0,0,0
1.29641E+18,1.46395E+18,11/25/2021,59:47.0,big bitcoin pump incoming... im just feeling it,1,0,recent,bitcoin,0,1,0,neutral,Bullish,1,0,0,0,0,0,0
8.62602E+17,1.46395E+18,11/25/2021,59:48.0,"hillery, fiat will absolutely get destabilized by bitcoin. sovereign individuals will form their own decentralized nation states in cyberspace, outside of any state regulation and without the possibility for the state to confiscate wealth generated in those ecosystems.",0,0,recent,bitcoin,0,0.9165,0.0835,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,59:49.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
9.19021E+17,1.46395E+18,11/25/2021,59:50.0,"yes, there are only bots, i am just worried about that if bitcoin pump and xtm dump, then bitcoin dump what will happen",0,0,recent,bitcoin,0.482,0.357,0.161,negative,Bearish,-1,0,0,0,0,0,0
524445495,1.46395E+18,11/25/2021,59:51.0,bitcoin,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.17949E+18,1.46395E+18,11/25/2021,59:51.0,fantastic project with great potential. the team's dedication and ingenuity with excellent fan support,1,1,recent,bitcoin,0,0.231,0.769,positive,Stable,0,0,0,0,0,0,0
1.45264E+18,1.46395E+18,11/25/2021,59:52.0,the team never gives up because it wants to be the future maker,0,0,recent,bitcoin,0.196,0.804,0,neutral,Stable,0,1,0,1,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,59:54.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
2770982184,1.46395E+18,11/25/2021,59:54.0,2 hillary bitcoin videos in one week. are they finally getting scared?,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1255449030,1.46395E+18,11/25/2021,59:56.0,another day beautiful day at 6zsbpc play ethereum casino here:,0,0,recent,bitcoin,0,0.488,0.512,positive,Stable,0,1,0,0,0,0,0
548130118,1.46395E+18,11/25/2021,59:59.0,btc update. 1hr timeframe. trying to hold the break of the downward pitchfork. second image is zoomedin w the shortterm uptrend pitchfork added showing the trend of the breakout. will it hold and continue upward?,0,0,recent,bitcoin,0,1,0,neutral,Bullish,2,0,0,0,0,0,0
1.44143E+18,1.46395E+18,11/25/2021,59:59.0,coinbase q3 earnings breakdown startup checklist: crafting a brand amp; knowing your market join as he takes you through the hottest trends in crypto trading right now,0,0,recent,bitcoin,0,0.885,0.115,neutral,Stable,0,1,0,0,0,0,0
7525652,1.46395E+18,11/25/2021,00:00.0,so i just sat in on 2 twitter spaces on bitcoin omg its a dunning kruger fest,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
9.02283E+17,1.46395E+18,11/25/2021,00:00.0,how the rich store their bitcoin: by,10,3,recent,bitcoin,0,0.357,0.643,positive,Stable,0,0,0,0,0,0,0
1.27148E+18,1.46395E+18,11/25/2021,00:00.0,the president of payments giant stripe affirms the firm is open to the possibility of crypto integration into its platform.,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,1,0,0,0,0
1.28672E+18,1.46395E+18,11/25/2021,00:00.0,buy bitcoin btc 59116.69,0,1,recent,bitcoin,0,1,0,neutral,Bullish,1,0,0,0,0,0,0
1.35672E+18,1.46395E+18,11/25/2021,00:00.0,drop your nfts while im enjoying my dinner please retweet to reach more nftartists and lets help them,10,4,recent,bitcoin,0.121,0.345,0.534,positive,Bearish,-1,0,0,0,0,0,0
1.41143E+18,1.46395E+18,11/25/2021,00:00.0,domain name for sale be the first team buy it now.,0,0,recent,bitcoin,0,1,0,neutral,Bullish,1,0,0,0,0,0,0
8.16418E+17,1.46395E+18,11/25/2021,00:00.0,"everybody is gobbling up turkey, green casserole and bitcoin. happy thanksgiving!",0,0,recent,bitcoin,0,0.6065,0.3935,neutral,Bullish,1,0,0,0,0,0,0
1.27398E+18,1.46395E+18,11/25/2021,00:00.0,today bitcoin news seems neutral. our bitcoin news index currently sits at 4.9 suggesting news sources around the globe think price might not do much,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.44327E+18,1.46395E+18,11/25/2021,00:00.0,are you discussing crypto today at your thanksgiving table? tell us all about it!!,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.14795E+18,1.46395E+18,11/25/2021,00:00.0,bitcoin: 59148.68 60.63 last 1 hour 0.1 554.28 last 5 hours 0.95 2331.74 last 24 hours 4.1 powered by api,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.36259E+18,1.46395E+18,11/25/2021,00:01.0,cryptocurrencies current prices: bitcoin 59167.7 52780.64 ethereum 4503.16 4015.88 cardano 1.7238 1.5375,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,2,0,0,2,0,0
408508220,1.46395E+18,11/25/2021,00:01.0,"2 hours left until embr hits the bsc marketplace! dyor now, and find out how embr will empower makers, creators, and innovators in the cryptospace! litepaper, contract audits and much more!",1,1,recent,bitcoin,0.0647,0.9353,0,neutral,Stable,0,0,0,1,0,0,0
739823,1.46395E+18,11/25/2021,00:01.0,"crypto to cross the chasm beyond fast money investment opportunity, and over to real world use as a cash payments network, 100x focus on usability is required. this is a big challenge for blockchains. base layers, like ours at ethereum and bitcoin, have a big",0,0,recent,bitcoin,0,0.7107,0.2893,neutral,Stable,0,1,0,0,0,0,0
1.44228E+18,1.46395E+18,11/25/2021,00:01.0,"the price of spaghetti alla carbonara is 18,585 satoshis or 0.00018585 btc 1 btc 59,135.00 usd 1 usd 1,691 sat on thursday, 25 november 2021 01:00 pm cst",0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
3698421556,1.46395E+18,11/25/2021,00:02.0,"average bitcoin market price is: usd 59,144.35, eur 52,743.71",0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.37684E+18,1.46395E+18,11/25/2021,00:02.0,"bitcoin is currently 59,140.6313",0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
16431094,1.46395E+18,11/25/2021,00:02.0,"heres what bitcoin, ethereum and chainlink investors should watch for, according to top crypto analyst the daily hodl a popular crypto trader and analyst is mapping out what he thinks is next for bitcoin, ethereum and chainlink as the broader cry...",0,0,recent,bitcoin,0.108,0.732,0.16,neutral,Stable,0,2,0,0,0,0,0
9.07412E+17,1.46395E+18,11/25/2021,00:02.0,merged pr from russell yanofsky: refactor make cwallettx sync state typesafe,1,1,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
378916953,1.46395E+18,11/25/2021,00:03.0,"perp "" ma100 can be a good backup for bitcoin . bitcoin will have very strong support at 53,000/ 54000 btcusdtperp",1,0,recent,bitcoin,0,0.49,0.51,positive,Stable,0,0,0,0,0,0,0
7.26438E+17,1.46395E+18,11/25/2021,00:03.0,"bitcoin btc price: 59,030.36 change in 1h: 0.38112411 market cap: 1,114,676,103,758.57 ranking: 1",1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1445997606,1.46395E+18,11/25/2021,00:03.0,bitcoin bulls have a lot to be thankful for despite btc 'probably' not hitting 98k in 5 days,0,0,recent,bitcoin,0,0.709,0.291,neutral,Bullish,1,0,0,0,0,0,0
9.06637E+17,1.46395E+18,11/25/2021,00:04.0,"the price of bitcoin is currently 59,223.76 crypto btc btc",1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.28829E+18,1.46395E+18,11/25/2021,00:04.0,"bitcoin price in canadian dollar btc xbt btccad btc price now : 74,967.93 cad avg last hour : 74,990.79 avg 24 hours : 73,387.40 24h change : 3.97 24h low : 71,924.18 24h high : 75,273.48 more information here",1,0,recent,bitcoin,0.07,0.93,0,neutral,Stable,0,0,0,0,0,0,0
8.64659E+17,1.46395E+18,11/25/2021,00:04.0,"fastest: 14 sat/vb 1.16 half hour: 12 sat/vb 0.99 hour: 10 sat/vb 0.83 minimum fee: 1.00 sat/vb 0.08 pending transactions: 14,963",0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.41235E+18,1.46395E+18,11/25/2021,00:06.0,top volume 24h 1 usdt tether 83.96b 2 eth ethereum 40.97b 3 btc bitcoin 32.92b 4 busd binanceu 7.61b 5 gala gala 6.59b 6 mana decentra 6.51b 7 sand thesandb 5.84b 8 usdc usdcoin 3.62b 9 xrp xrp 3.37b bnb binancec 3.07b,0,0,recent,bitcoin,0,0.947,0.053,neutral,Stable,0,2,0,1,0,0,0
79347921,1.46395E+18,11/25/2021,00:06.0,bitcoin stats every hour block: 711296 hashrate: 151.03 eh/s price last 24h: 59149.96 fast fee: 14sat slow fee: 10sat tx unconfirmed: 7568 diff: 22t diff change in block 711648 next diff in 352 blocks,0,0,recent,bitcoin,0.257,0.68,0.063,neutral,Stable,0,0,0,0,0,0,0
7.64209E+17,1.46395E+18,11/25/2021,00:06.0,elon musk calls binances dogecoin problem shady says hes raising the issue on behalf of other doge holders,0,0,recent,bitcoin,0.172,0.828,0,neutral,Stable,0,0,0,0,0,0,2
9.49577E+17,1.46395E+18,11/25/2021,00:07.0,it pays to have friends! register on binance on you can buy almost all cryptos out there with superlow fees!,0,0,recent,bitcoin,0.152,0.5,0.348,neutral,Bullish,1,1,0,2,0,0,0
4833139846,1.46395E+18,11/25/2021,00:07.0,"krypto newbie? interested in bitcoin amp;co, 100 invest? best way, learn bitcoin and defichain and earn dfi by the way: try, learn and win!",1,0,recent,bitcoin,0,0.726,0.274,neutral,Stable,0,0,0,0,0,0,0
1490442049,1.46395E+18,11/25/2021,00:07.0,thanks for the question! i'm totally into dfi from it's a very promising defi project built on bitcoin the future will be amazing! why? because price always follows value and dfi has a lot of it ;! would you agree ?,1,0,recent,bitcoin,0,0.3452,0.4548,positive,Stable,0,0,0,0,0,0,0
133300880,1.46395E+18,11/25/2021,00:07.0,you are seriously asking me which is my favourite altcoin? that is easy: dfi from decentralized finance on bitcoin secure passive income amazing roadmap check it out and tell me your opinion!?,2,1,recent,bitcoin,0.181,0.5485,0.2705,neutral,Stable,0,0,0,0,0,0,0
2456464604,1.46395E+18,11/25/2021,00:08.0,"ever heard of and its nativedefi token dfi? it's the first crypto project which builds decentralized finance on bitcoin you can even make your dfi work for you and earn apys up to 100 passiveincome and if you are wondering now no, it's not too late yet",0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
441047175,1.46395E+18,11/25/2021,00:10.0,"more than 1 million eth has been burned following eip1559 .. deflationary, wondering how this will affect the eth price! time is ticking.",0,0,recent,bitcoin,0,1,0,neutral,Bullish,1,4,0,0,0,0,0
1.34793E+18,1.46395E+18,11/25/2021,00:10.0,"the btc price is at 59149.99 right now. compared to the last tweet, the price has increased by 8.52 0.01. in the last 24 hours the price has increased by 2332.05 4.10.",1,0,recent,bitcoin,0,0.8615,0.1385,neutral,Bullish,2,0,0,0,0,0,0
1668256296,1.46395E+18,11/25/2021,00:11.0,hasthe cryptocurrency piqued your interest? heres a primer for investors ready to tune in,0,0,recent,bitcoin,0.148,0.4485,0.404,neutral,Stable,0,0,0,0,0,0,0
1.20991E+18,1.46395E+18,11/25/2021,00:11.0,may bitcoin amp; litecoin be easy on us this upcoming weekend,0,0,recent,bitcoin,0,0.674,0.326,neutral,Stable,0,0,0,0,0,0,0
1.02756E+18,1.46395E+18,11/25/2021,00:12.0,"hillary clinton calls on biden administration to regulate cryptocurrency warns of manipulation by russia, china regulation bitcoinnews",0,0,recent,bitcoin,0.247,0.753,0,neutral,Stable,0,0,0,0,0,0,0
1.09488E+18,1.46395E+18,11/25/2021,00:12.0,"22:00 bitcoin 59.148,79",0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.42796E+18,1.46395E+18,11/25/2021,00:15.0,before i always used pcs and uni but now fibswap is there i have both much more in one application! staking soon there will even be an ios and android app check the tg and site,3,2,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,1,0,0,0
1.39248E+18,1.46395E+18,11/25/2021,00:19.0,india is planning to ban all private cryptocurrencies,0,0,recent,bitcoin,0.474,0.526,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46395E+18,11/25/2021,00:19.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.05876E+18,1.46395E+18,11/25/2021,00:19.0,crypto prices usd/ bitcoin 59155.3051 bitcoincash 620.7596 polygon 1.8883 filecoin 55.0181 stellar 0.3453 cosmos 30.2879 tron 0.1007,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.34656E+18,1.46395E+18,11/25/2021,00:20.0,"guys have been hard at work build out new infrastructure, might have to get someone up here to check out all the progress dmgi",2,0,recent,bitcoin,0.099,0.704,0.197,neutral,Stable,0,0,0,0,0,0,0
1.04778E+18,1.46395E+18,11/25/2021,00:21.0,bitcoin and ethereum prices fell nearly 24 in india as the government scheduled a debate to introduce a bill seeking to ban all private cryptocurrencies,1,0,recent,bitcoin,0.194,0.806,0,neutral,Stable,0,1,0,0,0,0,0
1.11792E+18,1.46395E+18,11/25/2021,00:21.0,ethereum rekt bitcoin smart contract faulttolerance litecoin lambo dag byzantine sha256 hash rate. halving ethereum sidechains schnorr op return bip. proof of work nonfungible token sha256 dag szabo ethereum litecoin digital asset moner,0,0,recent,bitcoin,0,0.877,0.123,neutral,Stable,0,3,0,0,0,0,0
